Source_ID,Target_ID,Source,Target,Dependency_Type,Dependency_Count
3,199,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/Course.java,Use,1
3,200,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/CourseStudent.java,Call,100
3,200,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/CourseStudent.java,Contain,1
3,200,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/CourseStudent.java,Import,1
3,200,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/CourseStudent.java,Parameter,16
3,200,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/CourseStudent.java,Use,4
3,205,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/Instructor.java,Call,100
3,205,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/Instructor.java,Contain,1
3,205,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/Instructor.java,Import,1
3,205,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/Instructor.java,Parameter,9
3,205,src/client/java/teammates/client/scripts/AdminEmailListGenerator.java,src/main/java/teammates/storage/entity/Instructor.java,Use,4
4,40,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/DataBundle.java,Contain,1
4,40,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/DataBundle.java,Import,1
4,40,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/DataBundle.java,Use,1
4,66,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackQuestionAttributes.java,Contain,1
4,66,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackQuestionAttributes.java,Import,1
4,66,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackQuestionAttributes.java,Parameter,9
4,66,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackQuestionAttributes.java,Use,25
4,67,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseAttributes.java,Import,1
4,67,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseAttributes.java,Parameter,4
4,67,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseAttributes.java,Use,16
4,133,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/util/JsonUtils.java,Call,16
4,133,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/util/JsonUtils.java,Import,1
4,133,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/main/java/teammates/common/util/JsonUtils.java,Use,36
4,751,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/test/java/teammates/test/driver/FileHelper.java,Call,16
4,751,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/test/java/teammates/test/driver/FileHelper.java,Import,1
4,751,src/client/java/teammates/client/scripts/DataBundleRegenerator.java,src/test/java/teammates/test/driver/FileHelper.java,Use,16
5,760,src/client/java/teammates/client/scripts/DataGenerator.java,src/test/java/teammates/test/driver/TestProperties.java,Import,1
5,760,src/client/java/teammates/client/scripts/DataGenerator.java,src/test/java/teammates/test/driver/TestProperties.java,Use,4
6,1,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Call,289
6,1,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Extend,1
6,1,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Import,1
6,32,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Call,25
6,32,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Contain,4
6,32,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Create,4
6,32,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Import,1
6,68,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseCommentAttributes.java,Call,1
6,68,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseCommentAttributes.java,Contain,4
6,68,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseCommentAttributes.java,Import,1
6,68,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseCommentAttributes.java,Parameter,25
6,68,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseCommentAttributes.java,Use,9
6,121,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/util/Const.java,Import,1
6,121,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/util/Const.java,Use,144
6,148,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/util/retry/MaximumRetriesExceededException.java,Cast,4
6,148,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/util/retry/MaximumRetriesExceededException.java,Import,1
6,148,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/common/util/retry/MaximumRetriesExceededException.java,Throw,1
6,171,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/logic/core/FeedbackResponseCommentsLogic.java,Call,1
6,171,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/logic/core/FeedbackResponseCommentsLogic.java,Import,1
6,171,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/logic/core/FeedbackResponseCommentsLogic.java,Use,1
6,208,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/storage/search/FeedbackResponseCommentSearchDocument.java,Call,1
6,208,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/storage/search/FeedbackResponseCommentSearchDocument.java,Create,1
6,208,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/storage/search/FeedbackResponseCommentSearchDocument.java,Import,1
6,212,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/storage/search/SearchDocument.java,Call,1
6,213,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/storage/search/SearchManager.java,Import,1
6,213,src/client/java/teammates/client/scripts/DataMigrationForFeedbackResponseCommentSearchDocumentDateFormat.java,src/main/java/teammates/storage/search/SearchManager.java,Use,1
7,1,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Call,1
7,1,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Extend,1
7,1,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Import,1
7,69,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackSessionAttributes.java,Call,16
7,69,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackSessionAttributes.java,Contain,4
7,69,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackSessionAttributes.java,Import,1
7,69,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackSessionAttributes.java,Parameter,9
7,69,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/common/datatransfer/attributes/FeedbackSessionAttributes.java,Use,9
7,103,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Import,1
7,108,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Import,1
7,159,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/logic/api/Logic.java,Call,4
7,159,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/logic/api/Logic.java,Contain,1
7,159,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/logic/api/Logic.java,Create,1
7,159,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/logic/api/Logic.java,Import,1
7,190,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/storage/api/FeedbackSessionsDb.java,Call,9
7,190,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/storage/api/FeedbackSessionsDb.java,Contain,1
7,190,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/storage/api/FeedbackSessionsDb.java,Create,1
7,190,src/client/java/teammates/client/scripts/DataMigrationForResponseRate.java,src/main/java/teammates/storage/api/FeedbackSessionsDb.java,Import,1
8,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Call,64
8,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Extend,1
8,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Import,1
8,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Call,9
8,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Contain,1
8,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Create,1
8,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Import,1
8,63,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/datatransfer/attributes/AdminEmailAttributes.java,Call,9
8,63,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/datatransfer/attributes/AdminEmailAttributes.java,Contain,1
8,63,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/datatransfer/attributes/AdminEmailAttributes.java,Import,1
8,63,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/datatransfer/attributes/AdminEmailAttributes.java,Parameter,4
8,63,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/datatransfer/attributes/AdminEmailAttributes.java,Use,4
8,103,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Import,1
8,103,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Throw,1
8,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Import,1
8,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Throw,1
8,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Call,4
8,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Import,1
8,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Use,4
8,167,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/logic/core/AdminEmailsLogic.java,Call,4
8,167,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/logic/core/AdminEmailsLogic.java,Contain,1
8,167,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/logic/core/AdminEmailsLogic.java,Import,1
8,167,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/logic/core/AdminEmailsLogic.java,Use,1
8,184,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/storage/api/AdminEmailsDb.java,Call,4
8,184,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/storage/api/AdminEmailsDb.java,Contain,1
8,184,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/storage/api/AdminEmailsDb.java,Create,1
8,184,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInAdminEmailAttributes.java,src/main/java/teammates/storage/api/AdminEmailsDb.java,Import,1
9,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Call,81
9,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Extend,1
9,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Import,1
9,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Call,9
9,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Contain,1
9,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Create,1
9,32,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/client/java/teammates/client/scripts/util/LoopHelper.java,Import,1
9,64,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/datatransfer/attributes/CourseAttributes.java,Call,4
9,64,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/datatransfer/attributes/CourseAttributes.java,Contain,1
9,64,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/datatransfer/attributes/CourseAttributes.java,Create,1
9,64,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/datatransfer/attributes/CourseAttributes.java,Import,1
9,65,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/datatransfer/attributes/EntityAttributes.java,Call,1
9,103,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Import,1
9,103,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Throw,1
9,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Call,1
9,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Create,1
9,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Import,1
9,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Throw,1
9,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Call,1
9,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Import,1
9,168,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/logic/core/CoursesLogic.java,Call,4
9,168,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/logic/core/CoursesLogic.java,Contain,1
9,168,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/logic/core/CoursesLogic.java,Import,1
9,168,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/logic/core/CoursesLogic.java,Use,1
9,199,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/storage/entity/Course.java,Call,25
9,199,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/storage/entity/Course.java,Contain,1
9,199,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/storage/entity/Course.java,Import,1
9,199,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/storage/entity/Course.java,Parameter,4
9,199,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,src/main/java/teammates/storage/entity/Course.java,Use,4
10,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Call,1
10,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Extend,1
10,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Import,1
10,65,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/datatransfer/attributes/EntityAttributes.java,Call,1
10,72,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/datatransfer/attributes/StudentAttributes.java,Call,4
10,72,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/datatransfer/attributes/StudentAttributes.java,Contain,4
10,72,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/datatransfer/attributes/StudentAttributes.java,Import,1
10,72,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/datatransfer/attributes/StudentAttributes.java,Parameter,36
10,72,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/datatransfer/attributes/StudentAttributes.java,Use,3844
10,103,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Import,1
10,103,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Throw,1
10,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Call,1
10,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Create,1
10,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Import,1
10,108,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/exception/InvalidParametersException.java,Throw,1
10,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Call,1
10,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Import,1
10,137,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/common/util/SanitizationHelper.java,Use,1
10,180,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/logic/core/StudentsLogic.java,Call,9
10,180,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/logic/core/StudentsLogic.java,Contain,1
10,180,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/logic/core/StudentsLogic.java,Import,1
10,180,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/logic/core/StudentsLogic.java,Use,1
10,194,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/storage/api/StudentsDb.java,Call,9
10,194,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/storage/api/StudentsDb.java,Contain,1
10,194,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/storage/api/StudentsDb.java,Create,1
10,194,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,src/main/java/teammates/storage/api/StudentsDb.java,Import,1
11,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentProfileAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Call,64
11,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentProfileAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Extend,1
11,1,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentProfileAttributes.java,src/client/java/teammates/client/remoteapi/RemoteApiClient.java,Import,1
